"RELAÇÃO DAS ESCOLAS ESTADUAIS (ESTABELECIMENTOS DE ENSINO), ENDEREÇO E E-MAIL",,,,,,,,3569
Municipio,UREGI,SRE,ESTABELECIMENTO DE ENSINO,E-MAIL (INSTITUCIONAL),SITUAÇÃO MAPA (X -> ENVIADO & VAZIO -> NÃO ENVIADO),DATA DE ACUSAÇÃO DE RECEBIMENTO,DATA DE ENVIO DO MAPA PARA AS ESCOLAS,2662
ROSÁRIO DA LIMEIRA,MURIAÉ,SRE MURIAÉ,EE CÔNEGO AMÉRICO DUARTE,escola.98965@educacao.mg.gov.br,x,27/05/2022,,
RUBELITA,SALINAS,SRE ARAÇUAÍ,EE DO POVOADO LAGOA DE BAIXO,escola.82422@educacao.mg.gov.br,X,26/05/2022,,
RUBELITA,SALINAS,SRE ARAÇUAÍ,EE LEÔNIDAS ALVES RIBEIRO,escola.82414@educacao.mg.gov.br,X,26/05/2022,,
RUBELITA,SALINAS,SRE ARAÇUAÍ,EE RUI BARBOSA,escola.92631@educacao.mg.gov.br,X,26/04/2022,,
RUBIM,ALMENARA,SRE ALMENARA,EE LÍDIO ALMEIDA,escola.185396@educacao.mg.gov.br,X,14/06/2022,06/06/2022,
RUBIM,ALMENARA,SRE ALMENARA,EE WALMIR ALMEIDA COSTA,escola.185388@educacao.mg.gov.br,X,06/06/2022,06/06/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE CARVALHO BRITO,escola.914@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE CHRISTIANO GUIMARÃES,escola.10341@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE CORONEL ADELINO CASTELO BRANCO,escola.10359@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE DONA BILU FIGUEIREDO,escola.10324@educacao.mg.gov.br,x,07/06/2022,07/06/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE ELÍSIO CARVALHO DE BRITO,escola.10413@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE GENERAL CARNEIRO,escola.10421@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE JOSÉ LUIZ GONZAGA FERREIRA,escola.10456@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE JUQUINHA DE ALMEIDA,escola.222470@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE MARIA FLORIPES NASCIMENTO ALVES,escola.10430@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PAULA ROCHA,escola.10375@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PRESIDENTE EURICO GASPAR DUTRA,escola.10383@educacao.mg.gov.br,x,municipalizada,municipalizada,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,escola.318418@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR JOÃO DE ARRUDA PINTO,escola.291102@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR ZOROASTRO VIANNA PASSOS,escola.10316@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSORA ANGÉLICA MARIA DE ALMEIDA,escola.10391@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SABARÁ,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSORA MARIA ELIZABETH VIANA,escola.10367@educacao.mg.gov.br,x,07/06/2022,27/05/2022,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,CESEC PROFETA DANIEL,escola.45047@educacao.mg.gov.br,x,,,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,EE DO QUILOMBO,escola.45071@educacao.mg.gov.br,,,25/11/2021,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,EE ELPÍDIO DE PINHO TAVARES,escola.45055@educacao.mg.gov.br,x,07/06/2022,07/06/2022,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,EE MONSENHOR JOSÉ AMANTINO DOS SANTOS,escola.44989@educacao.mg.gov.br,,,25/11/2021,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,EE PROFESSOR PATRÍCIO PAES DE CARVALHO,escola.44997@educacao.mg.gov.br,x,,,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,EE PROFESSORA MARGARET BARROSO PINTO,escola.330680@educacao.mg.gov.br,x,,,
SABINÓPOLIS,GUANHÃES,SRE GUANHÃES,EE SABINO BARROSO,escola.45004@educacao.mg.gov.br,x,,,
SACRAMENTO,UBERABA,SRE UBERABA,EE BARÃO DA RIFAINA,escola.159484@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SACRAMENTO,UBERABA,SRE UBERABA,EE CORONEL JOSÉ AFONSO DE ALMEIDA,escola.159506@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SACRAMENTO,UBERABA,SRE UBERABA,EE ESCRITORA CAROLINA MARIA DE JESUS,escola.361224@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SACRAMENTO,UBERABA,SRE UBERABA,EE SINHANA BORGES,escola.159565@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE CORONEL IDALINO RIBEIRO,escola.82457@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE DOUTOR JOÃO PORFÍRIO,escola.82473@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE DOUTOR OSVALDO PREDILIANO SANT'ANA,escola.218189@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE JOÃO JOSÉ FERREIRA,escola.82562@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE MANOEL PEDRO SILVA,escola.82554@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE PAULO TEIXEIRA COSTA,escola.82465@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE PROFESSOR ELÍDIO DUQUE,escola.82503@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE PROFESSOR JOSÉ MIRANDA,escola.82431@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE PROFESSOR LEVINDO LAMBERT,escola.82490@educacao.mg.gov.br,X,,,
SALINAS,SALINAS,SRE ARAÇUAÍ,EE VICENTE JOSÉ FERREIRA,escola.342807@educacao.mg.gov.br,X,,,
SALTO DA DIVISA,ALMENARA,SRE ALMENARA,EE CORONEL ELPÍDIO ALVES FERREIRA,escola.185400@educacao.mg.gov.br,X,07/06/2022,07/06/2022,
SALTO DA DIVISA,ALMENARA,SRE ALMENARA,EE CORONEL TINÔ,escola.185418@educacao.mg.gov.br,X,07/06/2022,07/06/2022,
SANTA BÁRBARA,PONTE NOVA,SRE METROPOLITANA A,EE AFONSO PENA,escola.10472@educacao.mg.gov.br,x,30/05/2022,,
SANTA BÁRBARA,PONTE NOVA,SRE METROPOLITANA A,EE JOSÉ ÁLVARES DUARTE,escola.10529@educacao.mg.gov.br,x,31/05/2022,,
SANTA BÁRBARA,PONTE NOVA,SRE METROPOLITANA A,EE PROFESSORA NHANITA,escola.346284@educacao.mg.gov.br,x,30/05/2022,,
SANTA BÁRBARA,PONTE NOVA,SRE METROPOLITANA A,EE RODRIGO DE CASTRO MOREIRA PENA,escola.10511@educacao.mg.gov.br,x,30/05/2022,,
SANTA BÁRBARA DO LESTE,IPATINGA,SRE CARATINGA,EE MONSENHOR ROCHA,escola.19747@educacao.mg.gov.br,x,17/05/2022,16/05/2022,
SANTA BÁRBARA DO MONTE VERDE,JUIZ DE FORA,SRE JUIZ DE FORA,EE JOÃO AUGUSTO DA SILVA BARRETO,escola.342653@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
SANTA BÁRBARA DO TUGÚRIO,SÃO JOÃO DEL REI,SRE BARBACENA,EE JUSCELINO BENEDITO DE ARAÚJO,escola.16039@educacao.mg.gov.br,x,09/06/2022,07/06/2022,
SANTA CRUZ DE MINAS,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE AMÉLIA PASSOS,escola.134911@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SANTA CRUZ DE SALINAS,SALINAS,SRE ARAÇUAÍ,EE DE ENSINO FUNDAMENTAL E MÉDIO,escola.361674@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
SANTA CRUZ DE SALINAS,SALINAS,SRE ARAÇUAÍ,EE TENENTE FELISMINO HENRIQUES DE SOUZA,escola.82571@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
SANTA CRUZ DO ESCALVADO,PONTE NOVA,SRE PONTE NOVA,EE DOUTOR OTÁVIO SOARES,escola.129461@educacao.mg.gov.br,X,27/05/2022,,
SANTA EFIGÊNIA DE MINAS,GUANHÃES,SRE GOVERNADOR VALADARES,EE TITO ALVES PINTO,escola.45098@educacao.mg.gov.br,x,,,
SANTA FÉ DE MINAS,SÃO FRANCISCO,SRE PIRAPORA,EE CARMELA DUTRA,escola.82597@educacao.mg.gov.br,,23/05/2022,16/05/2022,
SANTA HELENA DE MINAS,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE EUCLIDES SILVEIRA TOLENTINO,escola.146455@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
SANTA HELENA DE MINAS,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE INDÍGENA MAXAKALI,escola.269859@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
SANTA HELENA DE MINAS,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE RAUL RODRIGUES SALOMÃO,escola.146447@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
SANTA JULIANA,UBERLÂNDIA,SRE UBERABA,EE SANTA JULIANA,escola.159611@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,CESEC CONJUNTO HABITACIONAL CRISTINA,escola.10723@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE AFONSINO ALTIVO DINIZ,escola.10863@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE ALTAIR DE ALMEIDA VIANA,escola.10715@educacao.mg.gov.br,x,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE EPHIGENIA DE JESUS WERNECK,escola.351040@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE FRANCISCO TIBÚRCIO DE OLIVEIRA,escola.10740@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE GERALDO TEIXEIRA DA COSTA,escola.10596@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE GERVÁSIO LARA,escola.10821@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE JOSÉ MARIA BICALHO,escola.10618@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE LAFAIETE GONÇALVES,escola.10910@educacao.mg.gov.br,x,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE LEONINA MOURTHE DE ARAÚJO,escola.10731@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE MURGY HIBRAIM SARAH,escola.10774@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE PADRE JOÃO DE SANTO ANTÔNIO,escola.10642@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE PRESIDENTE ITAMAR FRANCO,escola.356727@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE PROFESSOR DOMINGOS ORNELAS,escola.10669@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE RAUL TEIXEIRA DA COSTA SOBRINHO,escola.10791@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE RENY DE SOUZA LIMA,escola.10812@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE ROSE HAAS KLABIN,escola.10677@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE SÃO JOÃO DA ESCÓCIA,escola.10839@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE SENADOR BERNARDO MONTEIRO,escola.10693@educacao.mg.gov.br,x,,,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE TANCREDO DE ALMEIDA NEVES,escola.10855@educacao.mg.gov.br,,,22/11/2021,
SANTA LUZIA,SETE LAGOAS,SRE METROPOLITANA C,EE WILSON DINIZ FILHO,escola.10804@educacao.mg.gov.br,x,,,
SANTA MARGARIDA,MANHUAÇU,SRE MANHUAÇU,EE DALILA CERQUEIRA PESSOA,escola.346381@educacao.mg.gov.br,x,,,
SANTA MARGARIDA,MANHUAÇU,SRE MANHUAÇU,EE DE RIBEIRÃO DE SÃO DOMINGOS,escola.75787@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
SANTA MARGARIDA,MANHUAÇU,SRE MANHUAÇU,EE PADRE BENTO DE SOUZA LIMA,escola.75761@educacao.mg.gov.br,x,,,
SANTA MARGARIDA,MANHUAÇU,SRE MANHUAÇU,EE VIOLETA MAGESTE PEREIRA,escola.346187@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
SANTA MARIA DE ITABIRA,GUANHÃES,SRE NOVA ERA,EE AGENOR GUERRA,escola.103802@educacao.mg.gov.br,x,28/06/2022,,
SANTA MARIA DE ITABIRA,GUANHÃES,SRE NOVA ERA,EE DOUTOR COSTA,escola.103756@educacao.mg.gov.br,x,,,
SANTA MARIA DO SALTO,ALMENARA,SRE ALMENARA,EE JOSÉ JOAQUIM CABRAL,escola.185442@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
SANTA MARIA DO SUAÇUÍ,CAPELINHA,SRE GUANHÃES,CESEC DE SANTA MARIA DE SUAÇUÍ,escola.45144@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
SANTA MARIA DO SUAÇUÍ,CAPELINHA,SRE GUANHÃES,EE ANA NUNES HORTA,escola.45136@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
SANTA MARIA DO SUAÇUÍ,CAPELINHA,SRE GUANHÃES,EE DEPUTADO NACIP RAYDAN,escola.45101@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
SANTA MARIA DO SUAÇUÍ,CAPELINHA,SRE GUANHÃES,EE HAUY PETRUCELI MAYRINK,escola.45110@educacao.mg.gov.br,X,27/05/2022,26/05/2022,
SANTA MARIA DO SUAÇUÍ,CAPELINHA,SRE GUANHÃES,EE IMACULADA CONCEIÇÃO,escola.45179@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
SANTA MARIA DO SUAÇUÍ,CAPELINHA,SRE GUANHÃES,EE PADRE JOSÉ MARIA,escola.45128@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SANTA RITA DE CALDAS,GUAXUPÉ,SRE POÇOS DE CALDAS,EE CARLOS MAGNO DE CARVALHO,escola.124974@educacao.mg.gov.br,x,23/05/2022,19/05/2022,
SANTA RITA DE CALDAS,GUAXUPÉ,SRE POÇOS DE CALDAS,EE DONA RITA AMÉLIA DE CARVALHO,escola.124940@educacao.mg.gov.br,x,20/05/2022,19/05/2022,
SANTA RITA DE IBITIPOCA,JUIZ DE FORA,SRE BARBACENA,EE ZEQUINHA DE PAULA,escola.16098@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTA RITA DE JACUTINGA,JUIZ DE FORA,SRE JUIZ DE FORA,EE JOSÉ MARINHO DE ARAÚJO,escola.69850@educacao.mg.gov.br,x,25/05/2022,24/05/2022,
SANTA RITA DE MINAS,IPATINGA,SRE CARATINGA,EE JOSEFINA VIEIRA,escola.19798@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
SANTA RITA DO ITUETO,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE PADRE ANDRÉ COLLI,escola.45195@educacao.mg.gov.br,,,07/12/2021,
SANTA RITA DO ITUETO,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE SÃO JOSÉ,escola.45217@educacao.mg.gov.br,,,07/12/2021,
SANTA RITA DO SAPUCAÍ,POUSO ALEGRE,SRE POUSO ALEGRE,EE DOUTOR DELFIM MOREIRA,escola.56588@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTA RITA DO SAPUCAÍ,POUSO ALEGRE,SRE POUSO ALEGRE,EE DOUTOR LUIZ PINTO DE ALMEIDA,escola.56596@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTA RITA DO SAPUCAÍ,POUSO ALEGRE,SRE POUSO ALEGRE,EE SANICO TELES,escola.56626@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTA RITA DO SAPUCAÍ,POUSO ALEGRE,SRE POUSO ALEGRE,EE SINHÁ MOREIRA,escola.56634@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTA ROSA DA SERRA,PATOS DE MINAS,SRE PATOS DE MINAS,EE ANTERO MAGALHÃES DE AGUIAR,escola.119458@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SANTA VITÓRIA,UBERLÂNDIA,SRE ITUIUTABA,EE JOSÉ PARANAÍBA,escola.196738@educacao.mg.gov.br,x,03/06/2022,,
SANTA VITÓRIA,UBERLÂNDIA,SRE ITUIUTABA,EE PREFEITO JOSÉ FRANCO DE GOUVEIA,escola.196720@educacao.mg.gov.br,x,03/06/2022,,
SANTA VITÓRIA,UBERLÂNDIA,SRE ITUIUTABA,EE PROFESSORA DIRCE MARIA DE OLIVEIRA,escola.338672@educacao.mg.gov.br,x,03/06/2022,,
SANTANA DA VARGEM,ALFENAS,SRE VARGINHA,EE DONA AUGUSTA,escola.174009@educacao.mg.gov.br,x,27/05/2022,,
SANTANA DA VARGEM,ALFENAS,SRE VARGINHA,EE PADRE JOÃO NEIVA,escola.173975@educacao.mg.gov.br,x,27/05/2022,,
SANTANA DA VARGEM,ALFENAS,SRE VARGINHA,EE PADRE JOSÉ RIBEIRO,escola.173983@educacao.mg.gov.br,x,27/05/2022,,
SANTANA DE CATAGUASES,CATAGUASES,SRE MURIAÉ,EE SEVERINO REZENDE,escola.99317@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
SANTANA DE PIRAPAMA,SETE LAGOAS,SRE SETE LAGOAS,EE CORONEL DOMINGOS DINIZ COUTO,escola.141526@educacao.mg.gov.br,x,26/05/2022,,
SANTANA DE PIRAPAMA,SETE LAGOAS,SRE SETE LAGOAS,EE JOÃO MARTINS GUIMARÃES,escola.141585@educacao.mg.gov.br,x,13/06/2022,,
SANTANA DE PIRAPAMA,SETE LAGOAS,SRE SETE LAGOAS,EE JUVELINO VIEIRA DE ÁVILA,escola.141542@educacao.mg.gov.br,x,14/06/2022,,
SANTANA DO DESERTO,JUIZ DE FORA,SRE JUIZ DE FORA,EE DYRCE JOSÉ DA SILVA E SOUZA,escola.338796@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
SANTANA DO GARAMBÉU,JUIZ DE FORA,SRE BARBACENA,EE JOSÉ DE OLIVEIRA,escola.16063@educacao.mg.gov.br,x,19/05/2022,18/05/2022,
SANTANA DO JACARÉ,LAVRAS,SRE CAMPO BELO,EE CARMELITA CARVALHO GARCIA,escola.203530@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTANA DO MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE CÉLIA PEREIRA MENDES,escola.75809@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTANA DO MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE DE SANTA FILOMENA,escola.75825@educacao.mg.gov.br,x,02/06/2022,25/05/2022,
SANTANA DO MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE DO POVOADO DE SANTA QUITÉRIA,escola.75817@educacao.mg.gov.br,x,30/05/2022,25/05/2022,
SANTANA DO PARAÍSO,IPATINGA,SRE CORONEL FABRICIANO,EE ALBERTINO FERREIRA DRUMOND,escola.191442@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
SANTANA DO PARAÍSO,IPATINGA,SRE CORONEL FABRICIANO,EE ANTÔNIO LUIZ,escola.191451@educacao.mg.gov.br,X,24/05/2022,23/05/2022,
SANTANA DO PARAÍSO,IPATINGA,SRE CORONEL FABRICIANO,EE HERBERT JOSÉ DE SOUZA BETINHO,escola.330540@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
SANTANA DO PARAÍSO,IPATINGA,SRE CORONEL FABRICIANO,EE JOAQUIM ELIZIÁRIO DA SILVA,escola.191469@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
SANTANA DO PARAÍSO,IPATINGA,SRE CORONEL FABRICIANO,EE JOSÉ ROSA DAMASCENO,escola.191426@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
SANTANA DO PARAÍSO,IPATINGA,SRE CORONEL FABRICIANO,EE SALVELINO FERNANDES MADEIRA,escola.191477@educacao.mg.gov.br,X,24/05/2022,23/05/2022,
SANTANA DO RIACHO,SETE LAGOAS,SRE METROPOLITANA C,EE DEPUTADO EMÍLIO DE VASCONCELOS,escola.330761@educacao.mg.gov.br,x,30/05/2022,,
SANTANA DO RIACHO,SETE LAGOAS,SRE METROPOLITANA C,EE DONA FRANCISCA JOSINA,escola.10936@educacao.mg.gov.br,x,26/05/2022,,
SANTANA DOS MONTES,SÃO JOÃO DEL REI,SRE CONSELHEIRO LAFAIETE,EE DR JOÃO NOGUEIRA DE ALMEIDA,escola.194395@educacao.mg.gov.br,X,27/05/2022,20/05/2022,
SANTO ANTÔNIO DO AMPARO,LAVRAS,SRE CAMPO BELO,EE ALBERICO FERREIRA NAVES,escola.134473@educacao.mg.gov.br,x,23/05/2022,18/05/2022,
SANTO ANTÔNIO DO AMPARO,LAVRAS,SRE CAMPO BELO,EE DOUTOR CÍCERO FERREIRA,escola.134490@educacao.mg.gov.br,x,23/05/2022,18/05/2022,
SANTO ANTÔNIO DO AMPARO,LAVRAS,SRE CAMPO BELO,EE NEWTON FERREIRA DE PAIVA,escola.134511@educacao.mg.gov.br,x,23/05/2022,18/05/2022,
SANTO ANTÔNIO DO AVENTUREIRO,MURIAÉ,SRE LEOPOLDINA,EE MIRANDA MANSO,escola.99376@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
SANTO ANTÔNIO DO GRAMA,PONTE NOVA,SRE PONTE NOVA,EE MARIANO GOMES,escola.129534@educacao.mg.gov.br,X,27/05/2022,26/05/2022,
SANTO ANTÔNIO DO ITAMBÉ,DIAMANTINA,SRE DIAMANTINA,EE ALCEBÍADES NUNES,escola.24732@educacao.mg.gov.br,,20/05/2022,,
SANTO ANTÔNIO DO JACINTO,ALMENARA,SRE ALMENARA,EE CLEMENTE DA ROCHA BANDEIRA,escola.185451@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
SANTO ANTÔNIO DO JACINTO,ALMENARA,SRE ALMENARA,EE DE CATAJÁS,escola.185469@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
SANTO ANTÔNIO DO JACINTO,ALMENARA,SRE ALMENARA,EE DO POVOADO DE CRISTIANÓPOLIS,escola.246301@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
SANTO ANTÔNIO DO JACINTO,ALMENARA,SRE ALMENARA,EE JOÃO VIEIRA DE SOUZA,escola.218324@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
SANTO ANTÔNIO DO MONTE,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DE SÃO JOSÉ DOS ROSAS,escola.35599@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTO ANTÔNIO DO MONTE,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DOUTOR ÁLVARO BRANDÃO,escola.35556@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTO ANTÔNIO DO MONTE,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE PADRE PAULO,escola.224014@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTO ANTÔNIO DO MONTE,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE SENHORA DE FÁTIMA,escola.35572@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTO ANTÔNIO DO RETIRO,JANAÚBA,SRE JANAÚBA,EE PREFEITO ODÍLIO FERNANDES COSTA,escola.82325@educacao.mg.gov.br,x,18/5/2022,16/05/2022,
SANTO ANTÔNIO DO RIO ABAIXO,GUANHÃES,SRE NOVA ERA,EE PROFESSOR JOSÉ MADUREIRA DE OLIVEIRA,escola.103829@educacao.mg.gov.br,x,26/05/2022,,
SANTO HIPÓLITO,CURVELO,SRE CURVELO,EE FREI EUSTÁQUIO,escola.24741@educacao.mg.gov.br,,21/06/2022,21/06/2022,
SANTO HIPÓLITO,CURVELO,SRE CURVELO,EE PROFESSOR RAIMUNDO DA SILVA MACHADO,escola.24767@educacao.mg.gov.br,,,,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE CORNÉLIA FERREIRA LADEIRA,escola.69906@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE DOUTOR VIEIRA BRAGA,escola.69914@educacao.mg.gov.br,x,26/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE ENGENHEIRO HENRIQUE DUMONT,escola.69931@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE GOVERNADOR BIAS FORTES,escola.69949@educacao.mg.gov.br,x,26/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE JOÃO GOMES VELHO,escola.69957@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE PADRE ANTÔNIO VIEIRA,escola.69965@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
SANTOS DUMONT,JUIZ DE FORA,SRE JUIZ DE FORA,EE PRESIDENTE JOÃO PINHEIRO,escola.69973@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
